,sentence,intent,action,scenario,labels
Previous to my paying that bill, I had talked to one of their reps ( XXXX , XXXX ) on the phone and he said he would discount the cost. I waited a while without receiving the discounted charge and decided to go ahead and pay the original amount. Even after I paid the original bill, a new REDUCED bill has been continually sent to me from XXXX XXXX. 

XXXX XXXX has since used XXXX XXXX ( debt collector ) to try to collect from me. I contacted XXXX XXXX and the collection stopped. However, I just received today another collection mail from XXXX XXXX XXXX , XXXX in NH for {$59.00} ( not sure why there 's a XXXX cents difference ). 

At this point I do n't even care about the money XXXX owes me, I would this like the collection requests for this to stop once and for all. 

Thank you.",qa_accounts,asccounts,qa,0
2187,Sent my personal information to third party without my approval and havent reached out to me personally about any debt i owe. Its not my debt i paid what was due for cancellation when i cant elled my sercvices but on my credit report it shows that i owe XXXX different collection agency.,qa_accounts,asccounts,qa,0
2188,"I have a credit account with XXXX. I have paid the bill on time with just {$95.00} remaining on a {$1900.00} credit line account. XXXX has reported my account AS CLOSED, DELINQUENT 120 DAYS with {$8.00} per month being paid monthly. This appears as an ADVERSE ACCOUNT on my credit report. I have never made an {$8.00} payment as stated in the report. In fact, some of the payments were made in the amounts of {$800.00} and {$530.00}.",qa_accounts,asccounts,qa,0
2189,"IC systems was wriiten on XXXX XXXX, 2016 and legal demand for validation of the alleged debt was made. They have ignored this request.",qa_accounts,asccounts,qa,0
2190,"I have received absolutely no notice of this account from anyone. It is reporting to my credit, and I have no information available to me to even attempt and resolve it. I have no record of the amount they are claiming I owe, and have been provided no information whatsoever to validate their claims.",qa_accounts,asccounts,qa,0
2191,"I mailed a request for a copy of my credit report using the form provided and completed the information they requested. Experian was the company I requested the report from. 
It has been over six weeks, and I have not yet received a credit report from them and they have not been in contact with me.",qa_accounts,asccounts,qa,0
2192,I reached a settlement with the collection agency on XX/XX/2016 ; they mailed me a letter verifying the amount to pay in order to discharge the debt. I paid the amount due on XX/XX/XXXX. I have continued to be harassed by the collection agency stating they never reached a settlement with me. I told them to listen to the phone conversation that took place and to look at the letter they sent me on XX/XX/2016. They still insist the conversation did n't take place and that there is no paperwork on file notating a settlement. I receive a call from them everyday!!,qa_accounts,asccounts,qa,0
2193,Submitted a complaint with multiple concerns to XXXX XXXX. Ethical concerns were not addressed. Repeated requests to XXXX were forwarded to the company without response. XXXX suggested filing the complaint with CFPB,qa_accounts,asccounts,qa,0
2194,I have a breach of contract borrowers defense to repayment with documentary evidence. My student loans are in good standing with Navient. Navient refuses to place my loans in forbearance.,qa_accounts,asccounts,qa,0
